	, www Profile.xml
Quote.Product_Total__c,readable=false/editable=false
Quote.QuoteToAddress,readable=true/editable=true
Quote.QuoteToName,readable=true/editable=true
Quote.Quote_Comments__c,readable=false/editable=false
Quote.Quote_Currency_Symbol2__c,readable=false/editable=false
Quote.Quote_Currency__c,readable=false/editable=false
Quote.Quote_Number__c,readable=false/editable=false
Quote.Quote_Total_Without_Disc__c,readable=false/editable=false
Quote.Quote_Total_without_Disc_OTA_Format__c,readable=false/editable=false
Quote.Quote_Type__c,readable=false/editable=false
Quote.ROW_ID__c,readable=false/editable=false
Quote.Remaining_Balance_IPAccessSel_Report__c,readable=false/editable=false
Quote.Remaining_Balance_IPAccessSel__c,readable=false/editable=false
Quote.Remaining_Balance_IPAccess_Report__c,readable=false/editable=false
Quote.Remaining_Balance_IPAccess__c,readable=false/editable=false
Quote.Revision_Date__c,readable=false/editable=false
Quote.Revision__c,readable=false/editable=false
Quote.Royalty_Type__c,readable=false/editable=false
Quote.SAP_Id__c,readable=false/editable=false
Quote.SLMA2__c,readable=false/editable=false
Quote.SLMA_Report__c,readable=false/editable=false
Quote.SLMA__c,readable=false/editable=false
Quote.SL_Discount__c,readable=false/editable=false
Quote.Sales_Rep__c,readable=false/editable=false
Quote.Ship_To_City_State_Formatting__c,readable=false/editable=false
Quote.Ship_To_Country__c,readable=false/editable=false
Quote.Ship_To_SAP_ID__c,readable=false/editable=false
Quote.Ship_To_State__c,readable=false/editable=false
Quote.Ship_To__c,readable=false/editable=false
Quote.ShippingAddress,readable=true/editable=true
Quote.ShippingHandling,readable=true/editable=true
Quote.ShippingName,readable=true/editable=true
Quote.Sold_To_City_State_Formatting__c,readable=false/editable=false
Quote.Special_format_Invoice_of_the_Bill_to_Cu__c,readable=false/editable=false
Quote.Start_Date__c,readable=false/editable=false
Quote.State__c,readable=false/editable=false
Quote.Status,readable=true/editable=true
Quote.Submitted_By__c,readable=false/editable=false
Quote.Subtotal,readable=true/editable=true
Quote.System_Level_Design_TCV__c,readable=false/editable=false
Quote.Tax,readable=true/editable=true
Quote.Taxable__c,readable=false/editable=false
Quote.Terms__c,readable=false/editable=false
Quote.TotalPrice,readable=true/editable=true
Quote.Total_Discount_Format__c,readable=false/editable=false
Quote.Total_Discount_Number__c,readable=false/editable=false
Quote.Total_Discount__c,readable=false/editable=false
Quote.Total_Extended_Price_Format__c,readable=false/editable=false
Quote.Total_Extended_Price__c,readable=false/editable=false
Quote.Type__c,readable=false/editable=false
Quote.Uplift_Number__c,readable=false/editable=false
Quote.Uplift__c,readable=false/editable=false
Quote.VIP_Discount__c,readable=false/editable=false
Quote.VIP_Product_Total__c,readable=false/editable=false
Quote.VIP_TCV__c,readable=false/editable=false
Quote.Violations_Count__c,readable=false/editable=false
Quote.Violations_Flag__c,readable=false/editable=false
Quote.WAN_Rate__c,readable=false/editable=false
Quote.WAN_Type__c,readable=false/editable=false
Quote.Zipcode__c,readable=false/editable=false
Quote.incremental_Value__c,readable=false/editable=false
Quote.isMigrated__c,readable=false/editable=false
QuoteLineItem.Added_Manually__c,readable=false/editable=false
QuoteLineItem.Annual_Maint_Amount__c,readable=false/editable=false
QuoteLineItem.Annualized_Maint__c,readable=false/editable=false
QuoteLineItem.Base_Price__c,readable=false/editable=false
QuoteLineItem.Base_Product_Discounts__c,readable=false/editable=false
QuoteLineItem.Base_Product_Extended_Price__c,readable=false/editable=false
QuoteLineItem.Base_Product_List_Price__c,readable=false/editable=false
QuoteLineItem.CIB_Configuration_Id__c,readable=false/editable=false
QuoteLineItem.COP_Integration_Id__c,readable=false/editable=false
QuoteLineItem.Contract_Type__c,readable=false/editable=false
QuoteLineItem.Converted_Price__c,readable=false/editable=false
QuoteLineItem.Currency_Code__c,readable=false/editable=false
QuoteLineItem.Currency__c,readable=false/editable=false
QuoteLineItem.Customer_Product__c,readable=false/editable=false
QuoteLineItem.Days__c,readable=false/editable=false
QuoteLineItem.Description,readable=true/editable=true
QuoteLineItem.Description__c,readable=false/editable=false
QuoteLineItem.Design_Materials_Type__c,readable=false/editable=false
QuoteLineItem.Design_Term__c,readable=false/editable=false
QuoteLineItem.Discount,readable=true/editable=true
QuoteLineItem.Discount_Amount__c,readable=false/editable=false
QuoteLineItem.Discount_Percent__c,readable=false/editable=false
QuoteLineItem.Effective_Date__c,readable=false/editable=false
QuoteLineItem.End_Date__c,readable=false/editable=false
QuoteLineItem.End_Sale_Date__c,readable=false/editable=false
QuoteLineItem.End_Support_Date__c,readable=false/editable=false
QuoteLineItem.End_of_Sale__c,readable=false/editable=false
QuoteLineItem.Expected_Ship_Date__c,readable=false/editable=false
QuoteLineItem.Expiration_Date__c,readable=false/editable=false
QuoteLineItem.Extended_Price_Curr__c,readable=false/editable=false
QuoteLineItem.Extended_Price_Without_Disc__c,readable=false/editable=false
QuoteLineItem.Extended_Price__c,readable=false/editable=false
QuoteLineItem.Host_Name__c,readable=false/editable=false
QuoteLineItem.IP_Host_Id__c,readable=false/editable=false
QuoteLineItem.Include_Product__c,readable=false/editable=false
QuoteLineItem.Include_in_Report__c,readable=false/editable=false
QuoteLineItem.Line_Number_New__c,readable=false/editable=false
QuoteLineItem.Line_Number__c,readable=false/editable=false
QuoteLineItem.ListPrice,readable=true/editable=true
QuoteLineItem.List_Price_Curr__c,readable=false/editable=false
QuoteLineItem.Maint_End_Date__c,readable=false/editable=false
QuoteLineItem.Maint_Product_Discount__c,readable=false/editable=false
QuoteLineItem.Maint_Product_Extended_Price__c,readable=false/editable=false
QuoteLineItem.Maint_Product_List_Price__c,readable=false/editable=false
QuoteLineItem.Maint_Product_Term__c,readable=false/editable=false
QuoteLineItem.Maint_Product_Unit_Price__c,readable=false/editable=false
QuoteLineItem.Maint_Product__c,readable=false/editable=false
QuoteLineItem.Maint_Status__c,readable=false/editable=false
QuoteLineItem.Max_Disc__c,readable=false/editable=false
QuoteLineItem.Max_Discount__c,readable=false/editable=false
QuoteLineItem.Max_Quantity__c,readable=false/editable=false
QuoteLineItem.Min_Function__c,readable=false/editable=false
QuoteLineItem.Minimum_Quantity__c,readable=false/editable=false
QuoteLineItem.Number_Of_Product__c,readable=false/editable=false
QuoteLineItem.OS__c,readable=false/editable=false
QuoteLineItem.Original_Product_PO_Number__c,readable=false/editable=false
QuoteLineItem.PO_Number__c,readable=false/editable=false
QuoteLineItem.Part_Number__c,readable=false/editable=false
QuoteLineItem.Platform__c,readable=false/editable=false
QuoteLineItem.Pricing_Type__c,readable=false/editable=false
QuoteLineItem.ProductCode,readable=true/editable=true
QuoteLineItem.Product_CPMID__c,readable=false/editable=false
QuoteLineItem.Product_Description_RenMaint__c,readable=false/editable=false
QuoteLineItem.Product_Display_Name__c,readable=false/editable=false
QuoteLineItem.Product_Extended_Price__c,readable=false/editable=false
QuoteLineItem.Product_Name_Conga__c,readable=false/editable=false
QuoteLineItem.Product_Start_Date__c,readable=false/editable=false
QuoteLineItem.Product_Status__c,readable=false/editable=false
QuoteLineItem.Product_Type__c,readable=false/editable=false
QuoteLineItem.Quote_Record_Type__c,readable=false/editable=false
QuoteLineItem.Quote_Type__c,readable=false/editable=false
QuoteLineItem.Quoting_Comments__c,readable=false/editable=false
QuoteLineItem.Quoting_Type__c,readable=false/editable=false
QuoteLineItem.ROW_ID__c,readable=false/editable=false
QuoteLineItem.Release_Number__c,readable=false/editable=false
QuoteLineItem.RenMaint_Report_Group__c,readable=false/editable=false
QuoteLineItem.RenMaint_System__c,readable=false/editable=false
QuoteLineItem.ServiceDate,readable=true/editable=true
QuoteLineItem.Show_Number_of_Product__c,readable=false/editable=false
QuoteLineItem.Show_Term_And_Start_Date__c,readable=false/editable=false
QuoteLineItem.Software_Support_Term__c,readable=false/editable=false
QuoteLineItem.Status__c,readable=false/editable=false
QuoteLineItem.Subtotal,readable=true/editable=true
QuoteLineItem.System_Id__c,readable=false/editable=false
QuoteLineItem.Term_Price__c,readable=false/editable=false
QuoteLineItem.Term__c,readable=false/editable=false
QuoteLineItem.Third_Party__c,readable=false/editable=false
QuoteLineItem.TotalPrice,readable=true/editable=true
QuoteLineItem.Total_Month_Format__c,readable=false/editable=false
QuoteLineItem.Total_Months__c,readable=false/editable=false
QuoteLineItem.USD_Base_Price__c,readable=false/editable=false
QuoteLineItem.Unit_Price_Curr__c,readable=false/editable=false
QuoteLineItem.Unit_Price__c,readable=false/editable=false
QuoteLineItem.Uplift__c,readable=false/editable=false
QuoteLineItem.Version__c,readable=false/editable=false
QuoteLineItem.Violations__c,readable=false/editable=false
QuoteLineItem.WAN_Rate__c,readable=false/editable=false
QuoteLineItem.WAN_Type__c,readable=false/editable=false
QuoteLineItem.X1_Year_Net_Price__c,readable=false/editable=false
QuoteLineItem.X1_Yr_Net_Price__c,readable=false/editable=false
QuoteLineItem.X1_Yr_TBL_List__c,readable=false/editable=false
QuoteLineItem.isMigrated__c,readable=false/editable=false
Reference_Key__c.Created_By__c,readable=false/editable=false
Reference_Key__c.DIP__c,readable=false/editable=false
Reference_Key__c.Description__c,readable=false/editable=false
Reference_Key__c.End_Date__c,readable=false/editable=false
Reference_Key__c.LOS_ACCOUNT__c,readable=false/editable=false
Reference_Key__c.Last_Modified_By__c,readable=false/editable=false
Reference_Key__c.Reference_Key__c,readable=false/editable=false
Reference_Key__c.Start_Date__c,readable=false/editable=false
Reference_Key__c.Status_Ref__c,readable=false/editable=false
Reference_Key__c.Status__c,readable=false/editable=false
Reference_Key__c.Status_del__c,readable=false/editable=false
Reference_Key__c.TIP__c,readable=false/editable=false
Reference_Key__c.VIP__c,readable=false/editable=false
SVMXC__Installed_Product__c.ART_Rework__c,readable=false/editable=false
SVMXC__Installed_Product__c.ART__c,readable=false/editable=false
SVMXC__Installed_Product__c.Account_Executive__c,readable=false/editable=false
SVMXC__Installed_Product__c.Account_Manager__c,readable=false/editable=false
SVMXC__Installed_Product__c.Account_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.All_Firmware_Levels__c,readable=false/editable=false
SVMXC__Installed_Product__c.Analyze_CFG_Run_and_Passed__c,readable=false/editable=false
SVMXC__Installed_Product__c.CDP_PN__c,readable=false/editable=false
SVMXC__Installed_Product__c.CDP_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.C_Stack_Interposers__c,readable=false/editable=false
SVMXC__Installed_Product__c.Cable_Standoffs_Joy_Amp__c,readable=false/editable=false
SVMXC__Installed_Product__c.Cable_Type__c,readable=false/editable=false
SVMXC__Installed_Product__c.Case_Origin__c,readable=false/editable=false
SVMXC__Installed_Product__c.Chassis_Side__c,readable=false/editable=false
SVMXC__Installed_Product__c.City_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Content_Slip_Notes__c,readable=false/editable=false
SVMXC__Installed_Product__c.Country_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Create_to_Release__c,readable=false/editable=false
SVMXC__Installed_Product__c.Customer__c,readable=false/editable=false
SVMXC__Installed_Product__c.DCC_PN_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.Date_Patch_Level_Verified__c,readable=false/editable=false
SVMXC__Installed_Product__c.EXTERNAL_ID__c,readable=false/editable=false
SVMXC__Installed_Product__c.Expected_Arrival__c,readable=false/editable=false
SVMXC__Installed_Product__c.Flow_Rate_Metric__c,readable=false/editable=false
SVMXC__Installed_Product__c.Flow_Rate__c,readable=false/editable=false
SVMXC__Installed_Product__c.Host_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Host_OS__c,readable=false/editable=false
SVMXC__Installed_Product__c.House_Water_Used_Multi__c,readable=false/editable=false
SVMXC__Installed_Product__c.Install_Release_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.Installed_Product_Truncated__c,readable=false/editable=false
SVMXC__Installed_Product__c.Installed_Product__c,readable=false/editable=false
SVMXC__Installed_Product__c.LLX_0_to_Facility_Return__c,readable=false/editable=false
SVMXC__Installed_Product__c.LLX_1_to_Facility_Return_Water_Temp__c,readable=false/editable=false
SVMXC__Installed_Product__c.Location_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Logic_Board_SN__c,readable=false/editable=false
SVMXC__Installed_Product__c.MCM_Interposer_Technology__c,readable=false/editable=false
SVMXC__Installed_Product__c.Maintenance_Expiry_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.Manufacturer_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Manufacturer_Part_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.Master_SN__c,readable=false/editable=false
SVMXC__Installed_Product__c.Measure_AC_Voltages__c,readable=false/editable=false
SVMXC__Installed_Product__c.NCC_IP_Addresses__c,readable=false/editable=false
SVMXC__Installed_Product__c.NCC_Static_IP_Address__c,readable=false/editable=false
SVMXC__Installed_Product__c.Network__c,readable=false/editable=false
SVMXC__Installed_Product__c.Other__c,readable=false/editable=false
SVMXC__Installed_Product__c.PSC_TS_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.PSU_FW_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.Parent_Account__c,readable=false/editable=false
SVMXC__Installed_Product__c.Patch_Level__c,readable=false/editable=false
SVMXC__Installed_Product__c.Pending_SFR_Approval__c,readable=false/editable=false
SVMXC__Installed_Product__c.Private_Network__c,readable=false/editable=false
SVMXC__Installed_Product__c.ProductNameOnly__c,readable=false/editable=false
SVMXC__Installed_Product__c.Product_Description__c,readable=false/editable=false
SVMXC__Installed_Product__c.Product_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.Production_Description_Product2__c,readable=false/editable=false
SVMXC__Installed_Product__c.Run_Diags_and_Debug_to__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Access_Hours__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Alternate_Company__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Asset_Tag__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Business_Hours__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__City__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Company__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Contact__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Country__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Date_Installed__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Date_Ordered__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Date_Shipped__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Distributor_Company__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Distributor_Contact__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Installation_Notes__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Last_Date_Shipped__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Latitude__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Longitude__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Parent__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Preferred_Technician__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__ProductIQTemplate__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Product_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Product__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Sales_Order_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Serial_Lot_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Service_Contract_End_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Service_Contract_Exchange_Type__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Service_Contract_Line__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Service_Contract_Start_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Service_Contract__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Site__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__State__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Status__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Street__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Sub_Location__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Top_Level__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Warranty_End_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Warranty_Exchange_Type__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Warranty_Start_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Warranty__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMXC__Zip__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMX_Last_Installed_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMX_Last_Operational_Hours__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMX_Last_Uninstalled_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMX_MD_Serial_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.SVMX_Total_Operation_Hours__c,readable=false/editable=false
SVMXC__Installed_Product__c.Sales_Order_Line_Number__c,readable=false/editable=false
SVMXC__Installed_Product__c.Sales_Order_Notes__c,readable=false/editable=false
SVMXC__Installed_Product__c.Site_Notes__c,readable=false/editable=false
SVMXC__Installed_Product__c.State_Name__c,readable=false/editable=false
SVMXC__Installed_Product__c.Subject__c,readable=false/editable=false
SVMXC__Installed_Product__c.System_Level__c,readable=false/editable=false
SVMXC__Installed_Product__c.System_Type__c,readable=false/editable=false
SVMXC__Installed_Product__c.Tentative_Ship_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.UMC_PN_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.Upgrade_Date__c,readable=false/editable=false
SVMXC__Installed_Product__c.of_DCC_s_Rev__c,readable=false/editable=false
SVMXC__Installed_Product__c.of_UMC_s_Rev__c,readable=false/editable=false
SVMXC__Service_Order__c.Accepted_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.Access_Checked__c,readable=false/editable=false
SVMXC__Service_Order__c.Airway_Bill_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.CCR__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_CM_FA_C__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_Date_Required_C__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_PO_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_Quantity_Processed__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_Reference_MT__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_Reported_Issue_replicated_C__c,readable=false/editable=false
SVMXC__Service_Order__c.Cadence_date_Received_at_Vendor_C__c,readable=false/editable=false
SVMXC__Service_Order__c.Code_Not_in_System__c,readable=false/editable=false
SVMXC__Service_Order__c.Code__c,readable=false/editable=false
SVMXC__Service_Order__c.Condition__c,readable=false/editable=false
SVMXC__Service_Order__c.Corrective_Action_Y_N__c,readable=false/editable=false
SVMXC__Service_Order__c.Country_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.Current_Process_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.Customer_Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.Device_Location_Reference_Designator__c,readable=false/editable=false
SVMXC__Service_Order__c.Diagnostic_Version__c,readable=false/editable=false
SVMXC__Service_Order__c.Diagnostics_Patch_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.Diagnostics__c,readable=false/editable=false
SVMXC__Service_Order__c.Dispatch_Notes__c,readable=false/editable=false
SVMXC__Service_Order__c.ECO_Applied__c,readable=false/editable=false
SVMXC__Service_Order__c.ECO_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.Email_1__c,readable=false/editable=false
SVMXC__Service_Order__c.Email_2__c,readable=false/editable=false
SVMXC__Service_Order__c.Email_3__c,readable=false/editable=false
SVMXC__Service_Order__c.Email_4__c,readable=false/editable=false
SVMXC__Service_Order__c.Email_5__c,readable=false/editable=false
SVMXC__Service_Order__c.Expected_Arrival__c,readable=false/editable=false
SVMXC__Service_Order__c.FSR_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.Failure_Code_Second_Level__c,readable=false/editable=false
SVMXC__Service_Order__c.Failure_Code_Third_Level__c,readable=false/editable=false
SVMXC__Service_Order__c.Failure_Code__c,readable=false/editable=false
SVMXC__Service_Order__c.Failure_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.HFE_Resolution__c,readable=false/editable=false
SVMXC__Service_Order__c.Host_Name__c,readable=false/editable=false
SVMXC__Service_Order__c.Host_Workstation__c,readable=false/editable=false
SVMXC__Service_Order__c.House_Water__c,readable=false/editable=false
SVMXC__Service_Order__c.IT_Root_Access__c,readable=false/editable=false
SVMXC__Service_Order__c.Install_Parts_Ordered__c,readable=false/editable=false
SVMXC__Service_Order__c.Install_Report_Sent__c,readable=false/editable=false
SVMXC__Service_Order__c.Install_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.Installation_Checklist_IP_Completed__c,readable=false/editable=false
SVMXC__Service_Order__c.Installed_Product_Name__c,readable=false/editable=false
SVMXC__Service_Order__c.Installed_Product_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.Internal_Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.Issue_Occurrence_Date__c,readable=false/editable=false
SVMXC__Service_Order__c.Lab_Cooling__c,readable=false/editable=false
SVMXC__Service_Order__c.Last_Notification_Date__c,readable=false/editable=false
SVMXC__Service_Order__c.Lifter__c,readable=false/editable=false
SVMXC__Service_Order__c.MFG_Approval__c,readable=false/editable=false
SVMXC__Service_Order__c.MFG_Disposition_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.MFG_Disposition__c,readable=false/editable=false
SVMXC__Service_Order__c.MRB_Material_Disposition__c,readable=false/editable=false
SVMXC__Service_Order__c.Machine_Downtime__c,readable=false/editable=false
SVMXC__Service_Order__c.Material_Number_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.Material_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.Materials_Approval__c,readable=false/editable=false
SVMXC__Service_Order__c.Materials_Disposition_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.Materials_Disposition__c,readable=false/editable=false
SVMXC__Service_Order__c.Materials_Source__c,readable=false/editable=false
SVMXC__Service_Order__c.NCR_MRB__c,readable=false/editable=false
SVMXC__Service_Order__c.New_Part_SN_In__c,readable=false/editable=false
SVMXC__Service_Order__c.Non_Serialized_Part_In__c,readable=false/editable=false
SVMXC__Service_Order__c.Non_Serialized_Part_Out__c,readable=false/editable=false
SVMXC__Service_Order__c.Old_Part_SN_Out__c,readable=false/editable=false
SVMXC__Service_Order__c.On_Site_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.Open_Item_Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.Open_Items_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.Open_Items__c,readable=false/editable=false
SVMXC__Service_Order__c.Other_Components_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Other_Materials_Source__c,readable=false/editable=false
SVMXC__Service_Order__c.Other_Repair_Materials_Vendor__c,readable=false/editable=false
SVMXC__Service_Order__c.Other__c,readable=false/editable=false
SVMXC__Service_Order__c.Outstanding_Issues__c,readable=false/editable=false
SVMXC__Service_Order__c.P_N_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.Part_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.Part_Removed__c,readable=false/editable=false
SVMXC__Service_Order__c.Parts_Order_RMA_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.Patch_Level__c,readable=false/editable=false
SVMXC__Service_Order__c.Percentage_Of_Machine_Down__c,readable=false/editable=false
SVMXC__Service_Order__c.Plant_Location__c,readable=false/editable=false
SVMXC__Service_Order__c.Power_Distribution_Unit__c,readable=false/editable=false
SVMXC__Service_Order__c.Power__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_2nd_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_3rd_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_Engineering_Approval__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_Engineering_Disposition_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_Engineering_Disposition__c,readable=false/editable=false
SVMXC__Service_Order__c.Product_Name__c,readable=false/editable=false
SVMXC__Service_Order__c.QA_Approval__c,readable=false/editable=false
SVMXC__Service_Order__c.QA_Disposition_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.QA_Disposition__c,readable=false/editable=false
SVMXC__Service_Order__c.Qty_2nd_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Qty_3rd_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Qty_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Quantity_Requested__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_MFG_No__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_MFG__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_Materials_No__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_Materials__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_Product_Engineering_No__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_Product_Engineering__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_QA_No__c,readable=false/editable=false
SVMXC__Service_Order__c.Reason_for_QA__c,readable=false/editable=false
SVMXC__Service_Order__c.Reference_Designator_2nd_Component_Rplcd__c,readable=false/editable=false
SVMXC__Service_Order__c.Reference_Designator_3rd_Component_Rplcd__c,readable=false/editable=false
SVMXC__Service_Order__c.Reference_Designator_Component_Replaced__c,readable=false/editable=false
SVMXC__Service_Order__c.Rejected_By__c,readable=false/editable=false
SVMXC__Service_Order__c.Rejected_DateTime__c,readable=false/editable=false
SVMXC__Service_Order__c.Repair_Category__c,readable=false/editable=false
SVMXC__Service_Order__c.Repair_Materials_Vendor__c,readable=false/editable=false
SVMXC__Service_Order__c.Repair_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.Requested_By__c,readable=false/editable=false
SVMXC__Service_Order__c.Resolution_Code__c,readable=false/editable=false
SVMXC__Service_Order__c.Rev_Current__c,readable=false/editable=false
SVMXC__Service_Order__c.Rev_Received__c,readable=false/editable=false
SVMXC__Service_Order__c.Rework_Instructions__c,readable=false/editable=false
SVMXC__Service_Order__c.Root_Cause_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.Runtime_SW_Patch_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.Runtime_SW_Version__c,readable=false/editable=false
SVMXC__Service_Order__c.SAP_Notification_Response_Date__c,readable=false/editable=false
SVMXC__Service_Order__c.SAP_Notification_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SAP_SVC_Notification_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.SAP_Sales_Order_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Acknowledged_By_Technician_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Actual_Initial_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Actual_Onsite_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Actual_Resolution__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Actual_Restoration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Age_Bucket__c,readable=false/editable=false
